,accommodates,bedrooms,bathrooms,beds,price,minimum_nights,maximum_nights,number_of_reviews
17276,4,2.0,1.5,4.0,"$1,044.00",4,1125,23
17277,2,1.0,1.0,1.0,$703.00,1,1125,23
17278,8,5.0,2.0,6.0,"$1,898.00",2,31,5
17279,4,2.0,1.0,4.0,"$1,300.00",1,3,0
17280,1,2.0,1.0,3.0,$913.00,2,2,0
17281,3,1.0,1.5,2.0,$453.00,1,30,76
17282,2,1.0,1.0,1.0,$453.00,2,10,8
17283,2,1.0,1.0,1.0,$801.00,2,1125,24
17284,3,3.0,1.0,2.0,$650.00,2,21,0
17285,2,1.0,1.0,2.0,$887.00,2,7,2
17286,2,1.0,1.0,1.0,$197.00,2,21,0
17287,7,5.0,1.5,5.0,"$1,950.00",3,1125,1
17288,2,1.0,1.0,1.0,$401.00,7,14,1
17289,2,1.0,1.0,1.0,$801.00,1,1125,19
17290,5,2.0,1.0,3.0,$900.00,1,1125,24
17291,2,1.0,1.0,1.0,$499.00,2,2,13
17292,2,1.0,1.0,1.0,$539.00,2,14,21
17293,2,0.0,1.0,1.0,$427.00,2,1125,0
17294,4,2.0,1.0,3.0,"$1,254.00",3,365,3
17295,6,2.0,1.0,3.0,$631.00,1,14,23
17296,3,1.0,1.0,1.0,$598.00,2,1125,2
17297,4,1.0,1.0,2.0,$348.00,1,1125,3
17298,6,2.0,2.0,2.0,"$2,299.00",1,1125,0
17299,2,1.0,1.0,1.0,$250.00,1,1125,4
17300,6,3.0,2.0,3.0,"$1,799.00",3,1125,1
17301,4,2.0,2.0,3.0,$900.00,3,60,2
17302,12,6.0,2.5,12.0,"$3,500.00",5,14,3
17303,9,4.0,1.0,5.0,$834.00,4,1125,4
17304,2,1.0,1.0,1.0,$676.00,3,1125,13
17305,2,1.0,1.0,1.0,$598.00,2,31,26
17306,2,1.0,1.0,2.0,$453.00,2,3,12
17307,1,1.0,1.0,1.0,$499.00,7,1125,0
17308,4,3.0,1.5,4.0,$893.00,7,21,1
17309,3,1.0,1.0,2.0,$801.00,2,14,4
17310,4,1.0,1.0,2.0,$631.00,2,1125,19
17311,4,2.0,1.0,2.0,$998.00,2,1125,1
17312,4,2.0,1.0,4.0,$900.00,3,30,27
17313,2,1.0,1.0,1.0,$328.00,2,7,82
17314,2,1.0,1.0,1.0,$499.00,2,1125,38
17315,3,3.0,1.0,2.0,$519.00,2,7,19
17316,4,2.0,1.0,3.0,$499.00,3,14,18
17317,6,2.0,1.0,6.0,"$1,418.00",2,1125,17
17318,2,1.0,1.0,1.0,$447.00,2,1125,27
17319,2,1.0,1.0,1.0,$998.00,6,1125,55
17320,2,1.0,1.0,1.0,$598.00,5,17,1
17321,2,1.0,1.0,1.0,"$1,497.00",3,1125,10
17322,4,2.0,1.0,2.0,$801.00,6,13,0
17323,3,2.0,1.0,1.0,$650.00,3,7,8
17324,2,1.0,1.0,1.0,$801.00,1,1125,7
17325,4,2.0,2.0,3.0,$992.00,3,31,4
17326,2,1.0,1.0,1.0,$401.00,3,7,3
17327,2,0.0,1.0,2.0,$348.00,3,30,23
17328,4,2.0,1.0,2.0,$571.00,5,1125,1
17329,3,1.0,1.0,1.0,$598.00,4,1125,9
17330,2,1.0,1.0,1.0,$499.00,3,20,11
17331,3,1.0,1.0,2.0,$847.00,3,14,4
17332,5,4.0,1.0,5.0,$998.00,5,10,12
17333,2,1.0,1.0,1.0,$302.00,3,4,7
17334,2,1.0,1.0,1.0,$650.00,1,2,1
17335,3,1.0,1.0,3.0,$998.00,2,1125,18
17336,3,1.0,1.0,2.0,"$1,202.00",4,1125,37
17337,2,1.0,1.0,1.0,$578.00,3,1124,6
17338,3,2.0,1.0,2.0,"$1,149.00",1,6,15
17339,3,1.0,1.0,1.0,$598.00,2,7,4
17340,3,1.0,1.0,2.0,$598.00,1,1125,5
17341,2,1.0,1.0,1.0,$401.00,2,14,71
17342,3,1.0,1.0,2.0,$348.00,3,10,3
17343,2,1.0,1.0,2.0,$676.00,1,17,13
17344,2,2.0,1.0,2.0,"$1,202.00",1,1125,1
17345,2,1.0,1.0,1.0,$348.00,2,14,16
17346,1,1.0,1.0,1.0,$250.00,5,1125,0
17347,4,2.0,1.0,4.0,$703.00,3,7,30
17348,4,1.0,1.0,2.0,$598.00,2,7,0
17349,2,1.0,1.0,2.0,$650.00,2,90,95
17350,1,1.0,1.0,1.0,$125.00,1,1125,15
17351,6,3.0,1.0,3.0,"$2,200.00",1,1125,1
17352,1,1.0,1.0,1.0,$125.00,1,1125,8
17353,1,1.0,1.0,1.0,$125.00,1,1125,20
17354,6,3.0,1.5,6.0,$847.00,4,13,0
17355,2,1.0,1.0,1.0,$749.00,2,1125,12
17356,2,1.0,1.0,1.0,$952.00,2,14,32
17357,2,1.0,1.0,1.0,$230.00,3,3,1
17358,2,1.0,1.0,2.0,$401.00,2,1125,3
17359,2,1.0,1.0,1.0,$401.00,1,10,0
17360,6,2.0,1.0,4.0,"$1,661.00",1,1125,92
17361,2,1.0,1.0,1.0,$368.00,1,7,3
17362,1,1.0,1.0,2.0,$591.00,3,1125,2
17363,1,1.0,1.0,2.0,$591.00,3,1125,2
17364,4,1.0,1.0,2.0,$703.00,5,10,14
17365,2,1.0,1.0,3.0,"$1,202.00",4,10,15
17366,2,1.0,1.0,1.0,$401.00,2,1125,4
17367,2,1.0,1.0,1.0,$499.00,1,14,6
17368,4,2.0,1.0,3.0,$795.00,3,6,18
17369,2,1.0,1.0,1.0,$401.00,3,8,0
17370,4,2.0,1.0,2.0,$801.00,2,2,0
17371,9,4.0,1.0,4.0,"$2,009.00",2,1125,90
17372,3,2.0,1.0,3.0,$453.00,5,1125,15
17373,3,1.0,1.5,1.0,$801.00,1,1125,5
17374,2,1.0,1.5,1.0,$598.00,3,1125,3
17375,2,1.0,1.0,1.0,$420.00,3,14,3
17376,3,1.0,1.0,3.0,$703.00,2,25,8
17377,2,1.0,1.0,2.0,$703.00,3,1125,24
17378,3,1.0,1.0,2.0,$696.00,7,1125,18
17379,4,2.0,1.0,4.0,"$1,425.00",1,7,0
17380,2,1.0,1.0,1.0,$453.00,2,1125,1
17381,4,1.0,1.0,2.0,$598.00,7,190,3
17382,2,2.0,1.0,1.0,$801.00,1,12,0
17383,8,6.0,2.0,6.0,$998.00,2,1125,4
17384,2,0.0,1.0,2.0,$250.00,1,1125,1
17385,2,1.0,1.0,2.0,$414.00,5,1125,7
17386,2,1.0,1.0,1.0,$401.00,3,7,30
17387,3,1.0,1.0,3.0,$499.00,2,40,26
17388,4,2.0,1.0,4.0,$499.00,2,1125,2
17389,2,1.0,1.0,1.0,$381.00,2,7,2
17390,2,1.0,1.0,1.0,$499.00,5,30,2
17391,4,2.0,1.0,2.0,"$1,051.00",2,1125,67
17392,2,1.0,1.0,1.0,"$1,747.00",3,10,33
17393,1,1.0,1.0,1.0,$243.00,45,350,1
17394,4,1.0,1.0,4.0,$749.00,3,30,6
17395,2,1.0,1.0,1.0,$552.00,5,14,6
17396,4,2.0,1.0,2.0,$926.00,3,1125,13
17397,4,2.0,1.0,2.0,$900.00,2,7,1
17398,3,1.0,1.0,3.0,$598.00,1,22,0
17399,3,1.0,1.0,1.0,$998.00,2,10,7
17400,2,2.0,1.0,2.0,$499.00,2,14,5
17401,4,3.0,1.0,2.0,$801.00,3,1125,9
17402,6,3.0,1.0,4.0,"$1,399.00",3,1125,22
17403,2,1.0,1.5,1.0,$394.00,3,1125,3
17404,5,3.0,1.0,3.0,"$1,202.00",5,1125,17
17405,2,1.0,1.0,2.0,$499.00,3,1125,9
17406,1,1.0,1.0,1.0,$341.00,2,7,95
17407,4,1.0,1.0,2.0,$801.00,1,1,55
17408,2,1.0,1.0,1.0,$749.00,2,1125,32
17409,1,1.0,1.0,1.0,$302.00,3,5,64
17410,4,2.0,1.0,4.0,$952.00,3,14,11
17411,4,1.0,1.0,4.0,$499.00,2,1125,10
17412,5,2.0,1.0,4.0,$499.00,3,1125,22
17413,2,0.0,1.0,1.0,$512.00,3,10,1
17414,4,2.0,1.0,3.0,$801.00,3,1125,2
17415,3,0.0,1.0,3.0,$985.00,3,1124,25
17416,6,3.0,2.0,6.0,$683.00,4,1125,2
17417,2,1.0,1.0,2.0,$690.00,1,1125,11
17418,2,1.0,1.0,1.0,$348.00,1,1125,12
17419,2,1.0,1.0,1.0,$598.00,2,14,18
17420,3,2.0,1.0,1.0,$401.00,3,14,17
17421,3,1.0,1.0,1.0,$401.00,1,14,55
17422,5,3.0,1.0,5.0,$749.00,4,1125,1
17423,2,1.0,1.0,2.0,$598.00,3,1125,1
17424,2,1.0,1.0,1.0,$486.00,2,1125,2
17425,4,2.0,1.0,4.0,"$1,497.00",6,30,7
17426,3,1.0,1.0,3.0,$893.00,2,1125,25
17427,4,3.0,2.0,4.0,"$1,097.00",2,1125,5
17428,4,2.0,1.0,2.0,$263.00,1,30,0
17429,5,3.0,1.0,5.0,$900.00,3,14,13
17430,6,4.0,2.0,6.0,"$1,497.00",3,1125,2
17431,3,2.0,1.0,2.0,$499.00,3,10,11
17432,6,3.0,1.5,6.0,$302.00,2,30,17
17433,4,1.0,1.0,1.0,$499.00,1,1125,2
17434,3,2.0,1.0,3.0,$874.00,2,9,38
17435,2,1.0,1.0,1.0,$552.00,2,4,25
17436,2,1.0,1.0,2.0,$703.00,4,40,7
17437,4,2.0,1.0,3.0,"$1,497.00",2,50,11
17438,2,0.0,1.0,1.0,$598.00,2,25,5
17439,2,1.0,1.0,1.0,$230.00,2,1125,3
17440,2,2.0,1.0,1.0,$466.00,1,1125,9
17441,3,1.0,1.0,1.0,$900.00,2,1125,12
17442,4,1.0,1.0,2.0,$348.00,4,1125,1
17443,2,1.0,1.0,2.0,$401.00,3,5,1
17444,4,1.0,1.0,4.0,$801.00,1,1125,2
17445,2,1.0,1.0,1.0,$998.00,2,60,24
17446,6,4.0,2.0,7.0,"$1,497.00",3,1125,1
17447,2,1.0,1.0,1.0,$210.00,2,1125,1
17448,2,1.0,1.0,1.0,$493.00,1,1125,35
17449,1,1.0,1.0,1.0,$289.00,1,1125,1
17450,4,1.0,1.0,2.0,$716.00,2,10,12
17451,2,1.0,1.0,2.0,$348.00,3,1125,6
17452,2,1.0,1.0,1.0,$998.00,3,1125,71
17453,2,1.0,1.0,1.0,$348.00,2,3,2
17454,5,3.0,1.0,5.0,"$1,051.00",3,15,0
17455,2,1.0,1.0,1.0,$453.00,2,14,2
17456,3,1.0,1.0,3.0,$479.00,3,7,12
17457,2,1.0,1.0,2.0,$598.00,1,1125,6
17458,2,1.0,1.0,1.0,$230.00,1,5,64
17459,4,3.0,1.0,4.0,$453.00,4,21,1
17460,4,2.0,1.0,2.0,"$1,452.00",3,28,0
17461,4,2.0,1.0,4.0,$703.00,1,7,0
17462,4,1.0,1.0,2.0,$499.00,1,4,0
17463,8,4.0,1.5,8.0,"$3,500.00",5,1125,0
17464,4,2.0,1.0,2.0,"$1,300.00",3,1124,15
17465,4,2.0,1.0,4.0,$499.00,14,1125,3
17466,4,3.0,1.0,2.0,$703.00,2,14,0
17467,2,1.0,1.0,1.0,$499.00,3,5,10
17468,3,2.0,1.0,2.0,$598.00,2,60,25
17469,4,1.0,1.0,2.0,$749.00,3,1125,1
17470,3,1.0,1.0,1.0,$722.00,3,1125,14
17471,6,3.0,1.0,4.0,$998.00,3,1125,0
17472,2,1.0,1.0,1.0,$348.00,2,10,80
17473,2,1.0,1.0,2.0,$749.00,2,1125,14
17474,4,3.0,1.0,3.0,"$1,044.00",3,1125,14
17475,2,1.0,1.0,2.0,$499.00,3,36,13
17476,1,1.0,1.0,1.0,$184.00,10,1125,4
17477,2,1.0,1.0,1.0,$355.00,1,31,2
17478,5,1.0,1.0,3.0,"$1,300.00",1,1125,82
17479,4,2.0,1.0,4.0,$703.00,2,10,2
17480,2,1.0,1.0,1.0,$650.00,1,7,4
17481,6,3.0,1.0,3.0,$952.00,6,42,6
17482,6,3.0,2.0,6.0,"$1,399.00",4,1125,8
17483,2,1.0,1.0,1.0,$801.00,3,1125,1
17484,4,2.0,1.0,4.0,$801.00,3,7,14
17485,2,1.0,1.0,1.0,$348.00,3,1125,1
17486,3,1.0,1.0,2.0,$781.00,2,1125,20
17487,2,1.0,1.0,1.0,$913.00,30,1125,3
17488,4,2.0,2.0,3.0,$972.00,3,1125,14
17489,2,1.0,1.0,1.0,$749.00,2,14,4
17490,5,2.0,1.0,5.0,$998.00,7,1125,1
17491,2,1.0,1.0,1.0,"$1,097.00",1,13,1
17492,2,1.0,1.0,2.0,$453.00,10,20,33
17493,2,1.0,1.0,1.0,$729.00,2,10,7
17494,7,4.0,1.0,7.0,$992.00,5,1125,0
17495,4,3.0,1.0,3.0,$598.00,1,1125,1
17496,4,1.0,1.0,1.0,$598.00,4,1125,11
17497,3,1.0,1.0,4.0,$578.00,2,1125,20
17498,1,1.0,1.0,1.0,$401.00,2,7,60
17499,2,0.0,1.0,1.0,$453.00,2,1125,0
17500,5,3.0,2.5,5.0,"$1,497.00",3,20,7
17501,3,1.0,1.0,2.0,$598.00,2,36,4
17502,3,3.0,1.0,2.0,$749.00,3,1125,15
17503,2,1.0,1.0,1.0,$394.00,2,1125,8
17504,4,1.0,1.0,4.0,$900.00,2,1125,25
17505,4,2.0,1.0,2.0,$801.00,3,50,15
17506,10,3.0,1.5,5.0,"$1,333.00",2,1125,5
17507,2,1.0,1.0,1.0,$499.00,2,1125,21
17508,2,1.0,1.0,1.0,$342.00,1,10,5
17509,4,2.0,1.0,3.0,$670.00,3,1124,9
17510,4,2.0,1.0,2.0,$998.00,1,30,5
17511,4,2.0,1.0,2.0,$795.00,3,1125,0
17512,2,1.0,1.0,1.0,$749.00,2,14,13
17513,2,1.0,1.0,1.0,$453.00,2,30,26
17514,4,2.0,1.0,2.0,$650.00,2,1125,2
17515,4,2.0,1.0,2.0,$703.00,3,7,5
17516,2,1.0,1.0,1.0,$401.00,1,4,26
17517,7,3.0,2.0,7.0,"$2,003.00",2,90,6
17518,2,1.0,1.0,2.0,$552.00,6,20,3
17519,2,1.0,1.0,1.0,$302.00,2,1125,6
17520,2,1.0,1.0,2.0,$282.00,4,30,11
17521,2,1.0,1.5,1.0,$453.00,2,1125,0
17522,3,1.0,1.0,2.0,$749.00,2,6,6
17523,2,1.0,1.0,1.0,$552.00,2,30,4
17524,4,1.0,1.0,4.0,$499.00,2,7,8
17525,3,2.0,1.0,3.0,$998.00,7,1125,1
17526,4,1.0,1.0,2.0,$749.00,2,14,9
17527,2,0.0,1.0,1.0,$552.00,1,1125,0
17528,2,2.0,1.0,4.0,$703.00,2,1125,2
17529,2,1.0,1.0,1.0,$749.00,1,7,4
17530,5,2.0,1.0,2.0,$650.00,5,1125,36
17531,2,1.0,1.0,2.0,$598.00,5,6,0
17532,5,2.0,1.5,3.0,$998.00,3,30,1
17533,2,1.0,1.0,1.0,$703.00,3,1125,3
17534,4,2.0,2.5,3.0,"$2,994.00",90,120,10
17535,4,1.0,1.0,4.0,$322.00,2,16,18
17536,2,0.0,1.0,1.0,$302.00,2,1125,78
17537,4,2.0,1.0,2.0,$650.00,3,1125,3
17538,5,2.0,1.0,5.0,$676.00,14,21,3
17539,1,1.0,1.0,1.0,$197.00,1,7,0
17540,2,1.0,1.0,1.0,$447.00,2,1125,3
17541,4,1.0,1.0,4.0,$801.00,2,21,3
17542,2,1.0,1.0,1.0,$650.00,2,1125,15
17543,4,2.0,1.0,4.0,$479.00,1,1125,7
17544,5,2.0,1.0,5.0,$795.00,10,30,5
17545,2,1.0,1.0,1.0,$499.00,2,1125,4
17546,3,1.0,1.0,3.0,"$1,202.00",3,1124,37
17547,2,1.0,1.0,1.0,$401.00,1,5,1
17548,8,2.0,1.0,6.0,$952.00,6,21,1
17549,2,1.0,1.0,1.0,$558.00,3,1125,14
17550,3,1.0,1.0,2.0,$453.00,2,30,22
17551,2,1.0,1.0,1.0,$499.00,5,1125,0
17552,4,1.0,1.0,4.0,$952.00,4,31,1
17553,2,1.0,1.0,1.0,$847.00,2,7,11
17554,2,1.0,1.0,2.0,$749.00,5,16,0
17555,6,3.0,1.0,3.0,"$1,202.00",4,1125,0
17556,2,1.0,1.0,1.0,$493.00,3,50,43
17557,3,1.0,1.0,2.0,$801.00,5,14,0
17558,5,2.0,1.0,4.0,$893.00,2,14,10
17559,2,1.0,1.0,2.0,$499.00,1,3,0
17560,2,1.0,1.0,1.0,$348.00,5,14,8
17561,4,1.0,1.0,1.0,$598.00,2,14,6
17562,2,1.0,1.0,1.0,$552.00,5,1125,2
17563,2,1.0,1.0,1.0,$302.00,2,4,1
17564,3,2.0,1.0,1.0,$650.00,4,14,1
17565,4,2.0,1.0,2.0,$703.00,4,29,3
17566,2,1.0,1.0,1.0,$296.00,2,7,8
17567,2,1.0,1.0,1.0,$197.00,1,20,39
17568,2,1.0,1.0,1.0,$348.00,2,1125,20
17569,2,1.0,1.0,1.0,$302.00,2,14,3
17570,2,1.0,1.0,1.0,$302.00,2,1125,16
17571,2,1.0,1.0,1.0,"$1,103.00",2,25,5
17572,6,2.0,1.0,4.0,"$1,195.00",2,1125,51
17573,2,1.0,1.0,4.0,$847.00,4,1125,11
17574,6,3.0,2.0,4.0,$998.00,4,1125,9
17575,2,1.0,1.0,1.0,$683.00,2,7,8
17576,3,2.0,1.0,2.0,$972.00,5,30,0
17577,2,1.0,1.0,1.0,$847.00,2,30,8
17578,2,0.0,1.0,1.0,$151.00,1,3,0
17579,5,4.0,1.5,5.0,"$1,248.00",5,7,0
17580,3,2.0,1.0,1.0,$939.00,2,1125,5
17581,2,1.0,1.0,1.0,$401.00,1,1125,9
17582,2,1.0,1.0,1.0,$401.00,3,4,1
17583,2,1.0,1.0,1.0,$296.00,1,20,13
17584,1,1.0,1.0,1.0,$453.00,5,1125,1
17585,5,2.0,1.0,2.0,$801.00,4,1125,1
17586,4,2.0,1.0,2.0,$499.00,3,30,9
17587,3,1.0,1.0,2.0,$749.00,3,7,7
17588,2,1.0,1.0,1.0,$598.00,3,1125,10
17589,4,2.0,1.0,2.0,$952.00,2,1125,7
17590,4,2.0,1.0,1.0,$650.00,1,1125,26
17591,1,1.0,1.0,1.0,$348.00,2,1124,25
17592,2,1.0,1.0,1.0,$598.00,1,1125,37
17593,2,1.0,1.0,2.0,$302.00,2,14,2
17594,2,1.0,1.0,2.0,$650.00,1,7,0
17595,2,1.0,1.0,2.0,$499.00,2,7,4
17596,2,1.0,1.0,1.0,$801.00,3,1125,7
17597,2,2.0,1.0,4.0,"$1,701.00",3,1125,8
17598,2,1.0,1.0,1.0,$499.00,10,20,0
17599,2,0.0,1.0,1.0,$598.00,4,30,22
17600,2,1.0,1.0,1.0,$703.00,2,5,1
17601,5,3.0,1.0,3.0,"$3,802.00",14,20,36
17602,3,1.0,1.0,2.0,$460.00,2,21,8
17603,4,1.0,1.0,3.0,$499.00,4,15,26
17604,2,1.0,1.0,1.0,$250.00,2,7,7
17605,2,1.0,1.0,1.0,$847.00,5,1125,4
17606,2,1.0,1.0,1.0,$401.00,2,8,4
17607,2,1.0,1.0,2.0,$650.00,3,12,1
17608,2,1.0,1.0,1.0,$650.00,3,1125,9
17609,2,1.0,1.0,1.0,$473.00,2,1125,3
17610,1,1.0,1.0,1.0,$256.00,1,1125,0
17611,2,1.0,1.0,1.0,$650.00,2,1125,2
17612,1,0.0,1.0,1.0,$401.00,3,60,24
17613,3,2.0,1.0,3.0,$801.00,2,3,0
17614,3,2.0,1.0,3.0,"$1,366.00",1,25,4
17615,3,2.0,1.0,3.0,"$1,392.00",2,25,11
17616,4,2.0,1.0,4.0,$998.00,7,30,2
17617,2,1.0,1.0,1.0,$703.00,2,1125,11
17618,2,1.0,1.0,2.0,$749.00,2,1125,1
17619,2,1.0,1.0,1.0,$900.00,1,14,3
17620,3,1.0,1.0,3.0,$749.00,14,1125,9
17621,2,1.0,1.0,2.0,$453.00,4,1125,3
17622,2,1.0,1.0,1.0,$998.00,2,6,14
17623,2,1.0,1.0,1.0,$499.00,4,14,3
17624,4,2.0,1.0,2.0,"$2,003.00",1,1125,8
17625,3,2.0,1.0,2.0,$749.00,4,8,0
17626,4,2.0,1.0,2.0,"$1,123.00",2,1125,2
17627,2,1.0,1.0,1.0,$703.00,1,1125,1
17628,2,1.0,1.0,2.0,$598.00,2,10,37
17629,4,2.0,1.0,3.0,$801.00,5,1125,5
17630,2,1.0,1.0,1.0,$598.00,1,12,14
17631,3,1.0,1.0,3.0,"$1,497.00",3,14,17
17632,7,3.0,1.5,4.0,"$1,661.00",1,1125,14
17633,2,0.0,1.0,1.0,$552.00,5,1125,1
17634,2,1.0,1.0,2.0,$401.00,2,7,0
17635,4,2.0,1.0,2.0,$401.00,3,14,10
17636,2,1.0,1.0,1.0,$348.00,2,1125,0
17637,8,3.0,1.0,8.0,"$2,653.00",2,1125,11
17638,8,3.0,1.0,8.0,"$1,044.00",2,1125,81
17639,3,1.0,1.0,3.0,$637.00,2,1125,13
17640,2,1.0,1.0,1.0,$499.00,3,7,8
17641,2,1.0,1.0,2.0,$322.00,10,21,3
17642,2,1.0,1.0,1.0,$499.00,5,1125,9
17643,4,2.0,1.0,2.0,"$1,497.00",1,1125,7
17644,2,1.0,1.0,1.0,$847.00,7,1125,14
17645,2,1.0,1.0,1.0,$598.00,3,1125,4
17646,2,1.0,1.0,1.0,$676.00,2,4,56
17647,3,1.0,1.0,2.0,$808.00,4,14,15
17648,1,1.0,1.0,1.0,$388.00,2,30,23
17649,3,1.0,1.0,2.0,$998.00,3,1125,2
17650,2,1.0,1.0,1.0,$801.00,2,1125,24
17651,2,1.0,1.0,1.0,$342.00,2,10,4
17652,3,1.0,1.0,1.0,$322.00,2,10,7
17653,4,2.0,1.0,4.0,$972.00,2,6,0
17654,5,5.0,2.5,5.0,"$1,478.00",3,1125,1
17655,4,2.0,1.0,2.0,$703.00,2,1125,2
17656,5,2.0,2.0,4.0,$893.00,4,1125,4
17657,1,1.0,1.0,1.0,$368.00,1,1125,0
17658,2,1.0,1.0,1.0,$250.00,2,1125,6
17659,5,3.0,1.0,5.0,$703.00,3,14,1
17660,2,1.0,1.0,1.0,$296.00,2,4,10
17661,3,1.0,1.0,1.0,$250.00,2,1125,14
17662,1,1.0,1.0,1.0,$460.00,1,60,9
17663,3,1.0,1.0,1.0,$552.00,5,1124,10
17664,4,1.0,1.0,3.0,$703.00,2,21,0
17665,4,2.0,1.0,2.0,$952.00,2,1125,4
17666,2,1.0,1.0,2.0,$801.00,2,7,2
17667,2,1.0,1.0,1.0,$703.00,4,6,4
17668,1,1.0,1.0,1.0,$998.00,1,31,2
17669,8,4.0,1.0,8.0,"$2,502.00",7,21,0
17670,4,2.0,1.0,2.0,$900.00,1,1125,1
17671,2,1.0,1.0,1.0,$282.00,2,3,2
17672,1,0.0,1.0,1.0,$453.00,2,1125,1
17673,2,1.0,1.0,2.0,$401.00,1,4,1
17674,6,3.0,1.0,6.0,"$1,800.00",1,7,7
17675,2,1.0,1.0,1.0,$650.00,5,13,1
17676,2,1.0,1.0,2.0,$217.00,3,7,1
17677,4,2.0,2.0,2.0,"$2,003.00",3,19,0
17678,6,3.0,1.5,5.0,$519.00,2,1125,0
17679,3,1.0,1.0,2.0,$460.00,3,1125,10
17680,2,1.0,1.0,1.0,$302.00,2,1125,0
17681,4,1.0,1.0,1.0,"$2,101.00",7,1125,12
17682,2,1.0,1.0,1.0,$749.00,2,14,116
17683,6,3.0,1.5,4.0,"$1,300.00",2,1125,11
17684,2,1.0,1.0,1.0,$611.00,2,1125,7
17685,4,2.0,1.0,2.0,"$1,497.00",2,14,37
17686,2,1.0,1.0,1.0,$302.00,2,2,0
17687,2,1.0,1.0,1.0,$486.00,3,1125,5
17688,3,1.0,1.0,3.0,$630.00,3,7,18
17689,2,1.0,1.0,1.0,"$2,003.00",3,1125,4
17690,5,3.0,2.0,3.0,$795.00,1,1125,7
17691,6,3.0,1.0,3.0,"$1,799.00",3,1125,5
17692,2,1.0,1.0,1.0,$552.00,3,1125,21
17693,2,1.0,1.0,1.0,$631.00,2,1125,9
17694,2,1.0,1.0,1.0,$749.00,2,21,43
17695,2,1.0,1.0,1.0,$552.00,2,1125,7
17696,3,1.0,1.0,2.0,"$7,164.00",1,15,1
17697,4,1.0,1.0,2.0,$650.00,1,1125,11
17698,3,1.0,1.0,1.0,$512.00,4,8,22
17699,4,2.0,1.0,2.0,$946.00,1,1125,0
17700,2,1.0,1.0,1.0,$493.00,3,1125,4
17701,4,2.0,1.0,2.0,$250.00,1,5,0
17702,1,1.0,1.0,1.0,"$2,850.00",1,1125,0
17703,2,1.0,1.0,1.0,$519.00,2,5,18
17704,3,1.0,1.0,2.0,$499.00,2,1125,19
17705,2,1.0,1.0,1.0,$374.00,1,21,51
17706,8,4.0,2.0,8.0,"$1,202.00",3,8,1
17707,2,1.0,1.0,1.0,$453.00,2,7,19
17708,5,2.0,1.0,1.0,$545.00,3,1125,7
17709,3,2.0,1.0,2.0,$401.00,1,12,5
17710,2,1.0,1.0,2.0,"$1,182.00",3,10,22
17711,8,3.0,2.0,5.0,"$3,002.00",2,30,0
17712,2,1.0,1.0,1.0,$499.00,1,1125,10
17713,4,2.0,1.0,1.0,"$2,200.00",1,1125,18
17714,5,2.0,1.0,5.0,$795.00,2,1125,27
17715,3,1.0,1.0,1.0,$493.00,3,10,24
17716,4,2.0,1.0,2.0,$900.00,4,1125,7
17717,2,1.0,1.0,4.0,$998.00,2,1125,5
17718,4,2.0,1.0,4.0,$493.00,2,1125,0
17719,3,0.0,1.0,3.0,$703.00,2,1125,3
17720,2,1.0,1.0,2.0,$499.00,3,1125,3
17721,4,2.0,1.0,4.0,"$1,852.00",2,1125,5
17722,4,2.0,1.0,3.0,$703.00,5,21,2
17723,2,1.0,1.0,1.0,$598.00,1,1125,4
17724,5,2.0,1.0,3.0,$703.00,1,1125,3
17725,2,1.0,1.0,2.0,$650.00,2,12,0
17726,3,1.0,1.0,2.0,$749.00,3,1125,7
17727,2,1.0,1.0,2.0,$650.00,2,12,2
17728,2,1.0,1.0,2.0,$493.00,2,30,0
17729,4,2.0,1.0,4.0,$998.00,5,10,2
17730,2,1.0,1.0,2.0,$650.00,2,13,0
17731,10,5.0,1.0,10.0,"$2,502.00",3,13,0
17732,2,1.0,1.0,2.0,$401.00,1,12,5
17733,3,1.0,1.0,1.0,$414.00,3,1125,4
17734,4,2.0,1.0,2.0,$926.00,7,40,3
17735,2,1.0,1.0,2.0,$650.00,1,1125,0
17736,4,1.0,1.0,1.0,$900.00,3,1125,0
17737,7,3.0,2.0,7.0,"$1,800.00",4,1124,10
17738,4,2.0,1.0,2.0,$703.00,2,10,15
17739,3,1.0,1.0,2.0,$703.00,4,1125,11
17740,2,1.0,1.0,1.0,$282.00,2,1125,6
17741,2,1.0,1.0,1.0,$998.00,4,1125,5
17742,2,0.0,1.0,2.0,$144.00,1,6,1
17743,2,1.0,1.0,1.0,$749.00,3,1125,7
17744,3,2.0,1.0,2.0,$801.00,2,10,17
17745,4,1.0,1.0,1.0,$598.00,3,1125,7
17746,6,2.0,1.0,6.0,"$1,405.00",2,1125,97
17747,1,1.0,1.0,1.0,$131.00,1,1125,0
17748,3,1.0,1.0,1.0,$755.00,5,1125,5
17749,2,1.0,1.0,1.0,$552.00,4,14,29
17750,4,2.0,1.0,2.0,$998.00,1,1125,35
17751,3,1.0,1.0,2.0,$900.00,4,1125,25
17752,3,1.0,1.0,1.0,$453.00,2,1125,8
17753,3,1.0,1.0,3.0,$302.00,1,35,7
17754,2,1.0,1.0,1.0,$473.00,2,1125,78
17755,4,1.0,1.0,1.0,$401.00,4,31,16
17756,2,1.0,1.0,1.0,$998.00,2,1125,12
17757,6,3.0,1.0,6.0,$781.00,4,1125,5
