,accommodates,bedrooms,bathrooms,beds,price,minimum_nights,maximum_nights,number_of_reviews
17758,4,2.0,1.0,4.0,$926.00,2,14,1
17759,1,1.0,1.0,1.0,$506.00,2,21,8
17760,2,1.0,1.0,2.0,$401.00,4,20,0
17761,4,2.0,1.0,2.0,$801.00,3,1125,2
17762,6,3.0,2.0,4.0,"$1,300.00",3,1125,5
17763,4,1.0,1.0,4.0,$374.00,3,14,16
17764,2,1.0,1.0,1.0,$552.00,2,14,3
17765,5,2.0,1.0,4.0,$703.00,4,20,6
17766,7,3.0,1.0,5.0,"$1,300.00",4,21,13
17767,4,3.0,1.0,3.0,"$1,701.00",2,1123,14
17768,1,1.0,1.0,1.0,$177.00,2,8,1
17769,3,2.0,1.0,3.0,"$1,248.00",3,180,21
17770,2,1.0,1.0,1.0,$453.00,2,1125,25
17771,6,4.0,1.0,6.0,$998.00,2,1125,0
17772,1,1.0,1.0,1.0,$250.00,4,1125,9
17773,3,1.0,1.0,1.0,$401.00,2,7,8
17774,4,2.0,1.0,2.0,$552.00,2,1125,0
17775,2,1.0,1.0,1.0,$401.00,2,10,10
17776,4,2.0,1.0,2.0,$598.00,2,11,7
17777,2,1.0,1.0,1.0,$401.00,3,14,36
17778,4,2.0,1.0,4.0,$801.00,2,12,3
17779,1,1.0,1.0,2.0,$650.00,5,90,2
17780,2,1.0,1.0,1.0,$381.00,2,1125,0
17781,4,2.0,1.0,2.0,$401.00,4,1125,10
17782,2,1.0,1.0,1.0,$328.00,1,1125,1
17783,3,1.0,1.0,2.0,$276.00,5,1125,1
17784,2,1.0,1.0,1.0,$571.00,2,1125,11
17785,5,2.0,1.0,2.0,"$1,202.00",3,1125,9
17786,2,1.0,1.0,1.0,$401.00,2,7,0
17787,3,1.0,1.0,2.0,$401.00,6,13,1
17788,4,3.0,1.0,2.0,$598.00,2,1125,3
17789,2,1.0,1.0,1.0,$900.00,2,14,0
17790,2,1.0,1.0,1.0,$453.00,1,1125,1
17791,2,1.0,1.0,2.0,$269.00,2,7,109
17792,3,1.0,1.0,2.0,$637.00,3,1125,0
17793,2,1.0,1.0,1.0,$598.00,2,1125,2
17794,5,2.0,1.0,3.0,$952.00,1,1125,116
17795,2,1.0,1.0,1.0,$552.00,2,1125,2
17796,3,1.0,1.0,3.0,$401.00,1,1125,0
17797,2,1.0,1.0,1.0,$250.00,1,3,0
17798,2,1.0,1.0,2.0,$388.00,1,1125,24
17799,4,1.0,1.0,2.0,$900.00,3,30,1
17800,3,2.0,1.0,2.0,$571.00,1,15,11
17801,4,2.0,1.0,2.0,$801.00,8,30,8
17802,4,2.0,1.0,4.0,$460.00,1,6,2
17803,2,1.0,1.0,1.0,$545.00,4,20,0
17804,4,2.0,1.0,4.0,"$1,248.00",2,7,19
17805,2,1.0,1.0,1.0,$348.00,2,10,5
17806,2,1.0,1.0,1.0,"$10,003.00",1,1125,0
17807,2,1.0,1.0,1.0,$703.00,1,1125,0
17808,3,2.0,1.0,3.0,"$1,103.00",6,60,7
17809,1,0.0,1.0,1.0,$348.00,3,1125,59
17810,2,0.0,1.0,1.0,$683.00,3,7,9
17811,2,1.0,1.0,2.0,$493.00,2,1125,18
17812,2,1.0,1.0,1.0,$552.00,3,1125,2
17813,3,1.0,1.0,1.0,$847.00,2,1125,15
17814,2,1.0,1.0,1.0,$453.00,3,63,3
17815,2,1.0,1.0,1.0,$197.00,2,60,4
17816,3,1.0,1.0,3.0,$401.00,2,99,20
17817,2,1.0,1.0,2.0,$650.00,2,14,35
17818,3,1.0,1.0,2.0,$519.00,2,1125,11
17819,3,1.0,1.0,1.0,$998.00,2,1125,7
17820,2,1.0,1.0,1.0,$900.00,2,1125,0
17821,5,2.0,1.0,3.0,$479.00,3,1125,1
17822,2,1.0,1.0,1.0,$801.00,3,28,8
17823,2,1.0,1.0,1.0,$650.00,1,14,19
17824,2,0.0,1.0,2.0,$598.00,2,11,0
17825,3,1.0,1.0,3.0,$499.00,4,7,0
17826,2,1.0,1.0,1.0,$499.00,14,1125,0
17827,2,0.0,1.0,1.0,$499.00,1,1125,0
17828,2,1.0,1.0,1.0,$250.00,2,7,19
17829,4,2.0,1.0,3.0,$401.00,4,1125,3
17830,3,2.0,1.0,2.0,"$1,202.00",1,7,0
17831,4,2.0,1.0,2.0,"$2,003.00",2,30,18
17832,1,1.0,1.0,1.0,$263.00,1,1125,0
17833,2,1.0,1.0,1.0,$328.00,1,7,15
17834,2,1.0,1.0,1.0,$703.00,2,1125,2
17835,2,1.0,1.0,2.0,$578.00,6,90,7
17836,3,1.0,1.0,2.0,$998.00,3,31,6
17837,3,2.0,1.0,2.0,$368.00,2,7,2
17838,4,1.0,1.0,4.0,"$1,950.00",1,1125,3
17839,3,1.0,1.0,3.0,$302.00,21,1125,0
17840,2,1.0,1.0,1.0,$598.00,7,9,6
17841,4,2.0,1.0,2.0,$795.00,2,7,0
17842,4,1.0,1.0,2.0,$401.00,7,60,0
17843,2,0.0,1.0,1.0,$427.00,2,1125,29
17844,1,1.0,1.0,1.0,$302.00,2,7,27
17845,2,1.0,1.0,2.0,$453.00,2,6,42
17846,8,3.0,2.0,3.0,"$4,288.00",1,1120,108
17847,3,1.0,1.0,2.0,$972.00,2,1124,29
17848,5,2.0,1.0,4.0,"$1,202.00",1,1125,0
17849,2,1.0,1.5,2.0,$420.00,5,1000,27
17850,1,1.0,1.0,1.0,$328.00,1,7,14
17851,4,2.0,1.0,2.0,$650.00,6,15,4
17852,3,1.0,1.0,1.0,$703.00,3,12,0
17853,5,2.0,1.0,5.0,"$2,699.00",3,30,1
17854,2,1.0,1.0,1.0,$749.00,2,30,39
17855,2,1.0,1.0,2.0,$499.00,5,21,5
17856,2,1.0,1.0,1.0,$453.00,2,2,0
17857,9,3.0,1.0,6.0,"$1,097.00",1,1125,54
17858,4,1.0,1.0,2.0,$598.00,3,1125,1
17859,3,1.0,1.0,1.0,$453.00,1,1125,1
17860,5,2.0,1.0,4.0,"$1,399.00",2,2,0
17861,2,2.0,1.0,4.0,$676.00,2,1125,10
17862,2,1.0,1.0,1.0,$401.00,3,14,48
17863,4,1.0,1.0,2.0,$552.00,4,1125,17
17864,4,2.0,1.0,4.0,$453.00,7,30,2
17865,2,0.0,1.0,1.0,$650.00,1,1125,0
17866,2,1.0,1.0,1.0,$368.00,4,1125,8
17867,5,2.0,2.0,5.0,$847.00,4,12,0
17868,2,1.0,1.0,1.0,$749.00,5,25,7
17869,2,0.0,1.0,1.0,$263.00,1,1125,2
17870,4,2.0,1.0,4.0,$801.00,5,10,1
17871,1,1.0,1.0,1.0,$361.00,1,3,1
17872,1,1.0,1.0,1.0,$263.00,1,3,2
17873,2,1.0,1.0,2.0,$729.00,2,3,13
17874,2,1.0,1.0,1.0,$453.00,1,1125,0
17875,2,1.0,1.0,1.0,$374.00,2,9,18
17876,4,2.0,1.0,4.0,$801.00,1,1125,6
17877,4,2.0,1.0,2.0,"$1,353.00",2,1125,10
17878,2,1.0,1.0,1.0,$499.00,2,30,4
17879,2,1.0,1.0,1.0,$184.00,2,7,4
17880,4,2.0,1.0,2.0,$401.00,1,1125,52
17881,2,1.0,1.0,1.0,$998.00,3,30,2
17882,2,1.0,1.0,1.0,"$1,103.00",6,1100,7
17883,2,1.0,1.5,2.0,$302.00,1,1125,10
17884,6,3.0,2.0,6.0,$998.00,4,1125,4
17885,7,3.0,1.0,4.0,"$1,898.00",7,1125,0
17886,8,3.0,1.0,7.0,"$3,001.00",2,1125,53
17887,1,1.0,1.0,1.0,$499.00,2,7,14
17888,4,2.0,1.0,2.0,$401.00,2,1125,0
17889,6,4.0,2.0,4.0,"$1,300.00",3,1125,10
17890,2,1.0,1.0,1.0,$499.00,2,15,19
17891,4,2.0,1.0,2.0,$722.00,2,10,8
17892,4,3.0,2.0,4.0,"$1,300.00",3,14,5
17893,3,2.0,1.0,3.0,$900.00,5,20,0
17894,3,1.0,1.0,2.0,$473.00,5,43,14
17895,2,1.0,1.0,1.0,$749.00,3,1125,8
17896,6,3.0,2.0,3.0,"$3,002.00",1,1125,14
17897,2,1.0,1.0,2.0,$703.00,2,1125,0
17898,4,2.0,1.0,2.0,$749.00,4,9,0
17899,4,2.0,1.0,3.0,$972.00,3,18,13
17900,4,2.0,1.0,2.0,$512.00,4,14,7
17901,4,1.0,1.0,2.0,$703.00,3,1125,6
17902,5,1.0,1.0,1.0,$598.00,2,1125,22
17903,4,2.0,1.5,2.0,$749.00,3,1125,10
17904,2,1.0,1.0,1.0,$499.00,5,1125,7
17905,4,2.0,1.0,2.0,$427.00,1,1125,1
17906,3,1.0,1.0,2.0,$762.00,3,1125,19
17907,3,1.0,1.0,2.0,"$1,103.00",3,10,7
17908,4,2.0,1.0,2.0,"$1,497.00",2,1125,15
17909,2,0.0,1.0,1.0,$401.00,4,8,3
17910,5,2.0,1.0,2.0,$749.00,1,6,4
17911,4,1.0,1.0,4.0,"$1,202.00",2,35,82
17912,3,1.0,1.0,2.0,"$1,491.00",7,1125,0
17913,6,3.0,1.0,5.0,"$1,491.00",3,1125,0
17914,6,3.0,1.0,6.0,"$1,491.00",1,1125,1
17915,4,2.0,1.0,4.0,"$1,491.00",7,1125,0
17916,4,2.0,1.0,4.0,"$1,491.00",2,1125,0
17917,4,2.0,1.0,4.0,"$1,491.00",2,1125,0
17918,4,2.0,1.0,4.0,"$1,491.00",3,1125,0
17919,3,1.0,1.0,3.0,"$1,497.00",3,1125,0
17920,4,2.0,1.0,4.0,"$1,491.00",2,1125,0
17921,4,1.0,1.0,4.0,"$1,491.00",1,1125,0
17922,6,3.0,1.0,6.0,"$1,491.00",1,1125,0
17923,2,1.0,1.0,1.0,$328.00,2,2,2
17924,1,1.0,1.0,1.0,$420.00,4,1125,73
17925,2,1.0,1.0,1.0,$900.00,2,1125,20
17926,4,2.0,1.0,1.0,"$1,248.00",1,6,2
17927,2,1.0,1.0,1.0,$486.00,1,3,1
17928,1,1.0,1.0,1.0,$328.00,1,7,23
17929,6,2.0,1.0,3.0,"$1,202.00",4,1125,7
17930,7,4.0,1.0,7.0,$801.00,10,30,1
17931,8,3.0,1.0,5.0,"$2,679.00",1,1125,91
17932,2,1.0,1.0,1.0,$552.00,2,1125,1
17933,3,1.0,1.0,1.0,"$7,998.00",3,1125,35
17934,3,1.0,1.0,2.0,$447.00,3,15,47
17935,3,1.0,1.0,3.0,$801.00,2,25,55
17936,2,1.0,1.0,1.0,$453.00,2,7,18
17937,2,1.0,1.0,1.0,$302.00,4,7,6
17938,5,2.0,1.0,2.0,"$1,202.00",2,1125,0
17939,5,1.0,1.0,5.0,"$1,300.00",1,1125,17
17940,3,1.0,1.0,2.0,$650.00,2,10,19
17941,2,1.0,1.0,1.0,"$1,300.00",3,20,5
17942,4,1.0,1.0,1.0,"$1,202.00",1,120,6
17943,2,1.0,1.0,1.0,$473.00,2,1125,9
17944,4,1.0,1.0,4.0,$519.00,2,1125,0
17945,4,1.0,1.0,2.0,$703.00,1,1125,4
17946,4,2.0,1.0,4.0,"$1,202.00",5,30,16
17947,2,1.0,1.0,2.0,$151.00,2,100,31
17948,1,1.0,1.0,1.0,$644.00,1,1125,1
17949,4,2.0,1.0,2.0,"$1,550.00",3,10,1
17950,3,2.0,1.0,2.0,"$1,300.00",2,1125,6
17951,2,1.0,2.0,1.0,$296.00,2,3,8
17952,4,2.0,1.0,2.0,"$1,149.00",2,1125,3
17953,3,1.0,1.0,1.0,$598.00,2,21,8
17954,4,2.0,1.0,4.0,$447.00,4,1125,7
17955,4,3.0,1.0,3.0,$801.00,5,1125,1
17956,2,1.0,1.0,1.0,$650.00,1,3,0
17957,2,1.0,1.0,2.0,$499.00,4,1125,10
17958,4,1.0,1.0,2.0,$703.00,1,1125,4
17959,2,1.0,1.0,1.0,$801.00,3,1125,55
17960,4,1.0,1.0,1.0,$499.00,2,1125,7
17961,2,1.0,1.0,1.0,$374.00,3,1125,1
17962,2,1.0,1.0,1.0,"$1,051.00",4,1125,7
17963,2,1.0,1.0,2.0,$801.00,2,30,10
17964,4,2.0,1.0,1.0,$598.00,2,1125,5
17965,2,0.0,1.0,1.0,$998.00,2,1125,8
17966,2,1.0,1.0,1.0,$558.00,2,1125,6
17967,3,1.0,1.0,2.0,$499.00,4,1125,3
17968,2,1.0,1.0,1.0,$591.00,3,1125,2
17969,4,2.0,1.0,4.0,$900.00,3,15,5
17970,3,1.0,1.0,1.0,$512.00,2,1125,7
17971,3,1.0,1.0,3.0,$493.00,2,1125,6
17972,2,1.0,1.0,1.0,$598.00,1,1125,11
17973,2,1.0,1.0,1.0,$302.00,2,1125,1
17974,4,2.0,1.0,2.0,"$1,097.00",2,1125,16
17975,2,1.0,1.0,2.0,$782.00,3,10,5
17976,6,2.0,1.0,2.0,$972.00,2,1125,3
17977,2,1.0,1.0,2.0,$801.00,4,1125,5
17978,4,2.0,1.0,3.0,"$1,392.00",4,10,10
17979,2,2.0,1.0,2.0,$552.00,2,1125,1
17980,1,1.0,1.0,1.0,$525.00,2,20,0
17981,6,3.0,1.5,6.0,"$2,502.00",2,60,0
17982,6,1.0,1.0,4.0,"$1,149.00",2,100,9
17983,6,3.0,1.0,3.0,$979.00,1,1125,13
17984,2,1.0,1.0,2.0,$420.00,2,1125,8
17985,4,2.0,1.0,2.0,$900.00,2,1125,14
17986,2,1.0,1.0,1.0,$696.00,3,6,12
17987,2,1.0,1.0,1.0,$598.00,3,1125,5
17988,5,3.0,2.0,3.0,"$1,051.00",1,1125,10
17989,4,2.0,1.5,2.0,"$1,497.00",4,1125,87
17990,3,1.0,1.0,2.0,$847.00,2,12,10
17991,2,1.0,1.0,1.0,$552.00,4,1125,10
17992,2,1.0,1.5,1.0,$348.00,2,1125,4
17993,1,1.0,1.0,1.0,$348.00,1,21,1
17994,2,1.0,1.0,1.0,$499.00,3,14,3
17995,2,3.0,1.0,1.0,$407.00,7,26,0
17996,4,2.0,1.0,3.0,$998.00,2,1125,20
17997,2,1.0,1.0,1.0,$703.00,4,1125,7
17998,2,1.0,1.0,2.0,"$1,497.00",1,12,0
17999,4,2.0,1.5,3.0,$749.00,14,22,12
18000,4,2.0,1.0,4.0,$998.00,2,1125,7
18001,5,1.0,1.0,4.0,$801.00,2,1125,6
18002,2,1.0,1.0,1.0,$453.00,3,1125,8
18003,3,1.0,1.0,1.0,$703.00,3,1125,4
18004,3,2.0,1.0,1.0,$703.00,4,7,0
18005,2,1.0,1.0,1.0,$598.00,3,1125,4
18006,2,1.0,1.0,1.0,$900.00,4,31,15
18007,4,2.0,1.0,2.0,$696.00,2,10,8
18008,3,1.0,1.0,2.0,$525.00,2,60,44
18009,2,1.0,1.0,2.0,$552.00,4,1125,4
18010,2,1.0,1.0,1.0,$473.00,7,1125,2
18011,1,1.0,1.0,0.0,$401.00,1,1125,44
18012,2,1.0,1.0,1.0,$493.00,2,1125,3
18013,2,1.0,1.0,1.0,$348.00,2,30,5
18014,2,1.0,1.0,1.0,$598.00,4,1125,4
18015,2,1.0,1.0,1.0,$598.00,1,7,0
18016,2,1.0,1.0,1.0,$703.00,1,1125,3
18017,2,1.0,1.0,2.0,$598.00,2,1125,4
18018,6,2.0,1.5,3.0,$959.00,3,1125,6
18019,2,1.0,1.0,2.0,$499.00,6,1125,23
18020,2,1.0,1.0,1.0,$296.00,6,7,4
18021,3,1.0,1.0,3.0,$473.00,3,29,10
18022,5,2.0,1.0,2.0,$801.00,3,1125,3
18023,4,1.0,1.0,1.0,$447.00,2,1125,13
18024,2,1.0,1.0,1.0,"$1,051.00",2,7,14
18025,4,1.0,1.0,4.0,$749.00,3,14,4
18026,6,3.0,2.0,5.0,$952.00,4,1125,7
18027,1,1.0,1.0,1.0,$250.00,3,1125,0
18028,6,3.0,1.0,3.0,"$1,202.00",5,1125,2
18029,2,1.0,1.0,1.0,$348.00,2,1125,17
18030,4,2.0,1.0,2.0,$952.00,2,1125,7
18031,4,3.0,1.0,3.0,$998.00,2,1125,3
18032,2,1.0,1.0,1.0,$486.00,1,20,28
18033,2,1.0,1.0,2.0,$552.00,1,8,7
18034,2,1.0,1.0,1.0,$650.00,1,1125,10
18035,3,1.0,1.0,3.0,$650.00,4,60,9
18036,2,1.0,1.0,1.0,$801.00,5,1125,15
18037,3,2.0,1.0,1.0,$650.00,2,10,0
18038,4,2.0,1.0,1.0,$801.00,3,1125,1
18039,8,4.0,3.0,4.0,"$6,501.00",2,1125,12
18040,2,1.0,1.0,1.0,$296.00,2,4,9
18041,2,1.0,1.0,3.0,$322.00,3,60,45
18042,1,1.0,1.0,1.0,$250.00,2,14,47
18043,2,1.0,1.0,2.0,$276.00,1,1125,3
18044,2,1.0,2.0,1.0,$210.00,1,1125,1
18045,2,1.0,1.0,1.0,$749.00,1,1125,10
18046,2,1.0,1.0,1.0,$348.00,5,1125,16
18047,4,2.0,2.0,4.0,"$1,248.00",7,14,0
18048,2,1.0,1.0,1.0,$374.00,4,1125,47
18049,5,1.0,1.0,1.0,$676.00,2,14,21
18050,2,1.0,1.0,1.0,$348.00,4,1125,1
18051,2,1.0,1.0,1.0,$256.00,3,10,1
18052,3,2.0,1.0,2.0,$512.00,2,10,0
18053,3,2.0,1.0,2.0,"$1,038.00",6,30,1
18054,2,1.0,1.0,2.0,$447.00,1,5,21
18055,4,3.0,1.0,4.0,$992.00,4,1125,1
18056,2,1.0,1.0,1.0,$401.00,12,1124,3
18057,2,1.0,1.0,2.0,$388.00,3,1125,1
18058,2,1.0,1.0,1.0,$499.00,2,1125,31
18059,2,1.0,1.0,1.0,$328.00,3,1125,24
18060,2,2.0,1.0,2.0,$952.00,3,1125,12
18061,4,2.0,1.0,2.0,$952.00,4,14,0
18062,2,1.0,1.0,1.0,$348.00,3,1125,0
18063,2,1.0,1.0,2.0,$749.00,4,1125,2
18064,2,1.0,1.0,1.0,$598.00,1,1125,1
18065,3,3.0,1.0,2.0,$401.00,5,1125,1
18066,3,1.0,1.0,3.0,$834.00,1,41,19
18067,3,2.0,1.0,2.0,$401.00,1,10,3
18068,2,1.0,1.0,1.0,$650.00,7,50,4
18069,2,1.0,1.0,2.0,$302.00,6,12,0
18070,2,1.0,1.0,1.0,$998.00,1,2,5
18071,2,1.0,1.0,1.0,$749.00,1,30,4
18072,2,1.0,1.0,1.0,$749.00,2,1125,2
18073,5,2.0,1.0,3.0,"$1,950.00",3,1125,29
18074,4,1.0,1.0,4.0,"$1,550.00",2,1125,0
18075,4,2.0,1.0,4.0,$703.00,4,28,13
18076,2,1.0,1.0,1.0,$650.00,2,1125,5
18077,2,0.0,1.0,2.0,$453.00,1,1125,0
18078,4,2.0,1.0,2.0,$703.00,5,1125,0
18079,2,2.0,1.0,2.0,$250.00,2,14,0
18080,4,3.0,1.0,4.0,"$1,103.00",4,7,0
18081,3,2.0,1.0,3.0,$348.00,2,1124,31
18082,2,1.0,1.0,1.0,$499.00,1,1125,2
18083,2,1.0,1.0,1.0,$401.00,2,30,1
18084,2,1.0,1.0,1.0,$749.00,3,1125,12
18085,2,1.0,1.0,2.0,$598.00,6,30,42
18086,4,2.0,1.0,2.0,$598.00,2,1125,3
18087,4,2.0,1.0,3.0,$998.00,1,1125,12
18088,4,1.0,1.0,2.0,$499.00,1,1125,10
18089,3,1.0,1.0,1.0,$447.00,2,1124,15
18090,2,1.0,1.0,1.0,$598.00,2,35,71
18091,3,2.0,1.5,3.0,$749.00,2,1125,7
18092,2,1.0,1.0,1.0,$388.00,1,1125,1
18093,4,2.0,1.0,2.0,$558.00,1,13,4
18094,5,3.0,1.0,3.0,$749.00,4,1124,2
18095,2,1.0,1.0,1.0,$703.00,6,1125,10
18096,4,1.0,1.0,1.0,"$1,399.00",25,30,5
18097,1,1.0,1.0,1.0,$598.00,1,1125,0
18098,4,1.0,1.0,4.0,$598.00,3,1125,11
18099,2,1.0,1.0,1.0,$401.00,2,14,25
18100,6,3.0,1.0,3.0,$900.00,3,1125,0
18101,2,1.0,1.0,2.0,$493.00,4,10,8
18102,4,1.0,1.0,4.0,$703.00,2,1125,8
18103,2,1.0,1.0,1.0,$598.00,1,1125,0
18104,2,1.0,1.0,1.0,$598.00,1,1125,10
18105,2,1.0,1.0,1.0,$453.00,2,20,12
18106,3,1.0,1.0,3.0,$499.00,3,1125,13
18107,2,1.0,1.0,1.0,$348.00,2,1125,0
18108,3,1.0,1.0,2.0,$598.00,1,1125,32
18109,2,1.0,1.0,1.0,$552.00,2,1125,16
18110,2,1.0,1.0,1.0,$703.00,14,1125,0
18111,2,1.0,1.0,1.0,$598.00,2,1125,6
18112,8,4.0,2.0,5.0,"$4,597.00",1,1120,113
18113,2,1.0,1.0,1.0,$302.00,7,20,9
18114,2,1.0,1.0,1.0,$749.00,2,1125,16
18115,6,3.0,2.0,4.0,"$1,497.00",2,1125,6
18116,4,2.0,1.0,3.0,$552.00,4,1125,5
18117,2,1.0,1.0,1.0,$407.00,4,10,9
18118,2,1.0,1.0,1.0,$401.00,2,1125,3
18119,3,1.0,1.0,2.0,$703.00,2,1125,1
18120,6,2.0,2.0,6.0,"$1,202.00",3,1125,38
18121,4,1.0,1.0,3.0,$801.00,3,1125,8
18122,7,3.0,1.0,5.0,"$1,202.00",2,1125,74
18123,9,3.0,1.0,5.0,$900.00,1,1125,1
18124,2,1.0,1.0,2.0,$302.00,6,1125,0
18125,3,1.0,1.0,1.0,$598.00,4,17,5
18126,2,1.0,1.0,1.0,$355.00,1,3,1
18127,2,1.0,1.0,1.0,$401.00,2,1125,22
18128,2,1.0,1.0,1.0,$650.00,1,1125,0
18129,8,3.0,1.0,6.0,"$1,661.00",1,1125,74
18130,2,1.0,1.0,1.0,$453.00,1,1125,44
18131,2,1.0,1.0,1.0,$387.00,3,1125,8
18132,4,1.0,1.0,2.0,$801.00,4,1125,1
18133,2,1.0,1.0,2.0,$591.00,1,4,17
18134,4,1.0,1.0,2.0,$499.00,3,1125,1
18135,2,1.0,1.0,1.0,$598.00,4,1125,3
18136,2,1.0,1.0,1.0,$302.00,2,1125,4
18137,4,2.0,1.0,0.0,$992.00,5,1125,5
18138,3,1.0,1.0,1.0,$703.00,2,1125,5
18139,2,1.0,1.0,1.0,$703.00,7,30,3
18140,2,1.0,1.0,1.0,$401.00,4,7,4
18141,8,4.0,1.0,5.0,$998.00,3,1125,0
18142,4,2.0,1.0,1.0,$578.00,4,7,4
18143,3,0.0,1.0,1.0,$598.00,2,37,13
18144,5,2.0,1.0,5.0,$499.00,3,1125,3
18145,2,1.0,1.0,1.0,$795.00,4,7,23
18146,6,3.0,1.0,3.0,"$1,497.00",3,1125,1
18147,4,1.0,1.5,1.0,$801.00,3,1125,14
18148,3,1.0,1.0,2.0,$637.00,2,1125,17
18149,4,2.0,1.0,2.0,$749.00,1,90,19
18150,2,1.0,1.0,1.0,"$2,699.00",1,1125,1
18151,3,1.0,1.0,2.0,$801.00,2,30,12
18152,2,1.0,1.0,2.0,$525.00,3,1125,6
18153,3,0.0,1.0,1.0,$388.00,4,20,4
18154,2,1.0,1.0,1.0,$552.00,2,1125,2
18155,2,1.0,1.0,1.0,$952.00,5,1125,2
18156,4,1.0,1.0,1.0,$801.00,2,21,9
18157,4,1.0,1.0,4.0,$998.00,2,30,9
18158,3,1.0,1.0,1.0,$401.00,2,1125,38
18159,6,2.0,1.0,2.0,"$1,005.00",4,14,5
18160,4,3.0,1.0,3.0,"$1,800.00",4,1125,0
18161,6,4.0,2.0,4.0,"$2,003.00",4,60,47
18162,2,1.0,1.0,1.0,$348.00,4,14,18
18163,4,1.0,1.0,4.0,$900.00,2,1125,4
18164,6,2.0,2.0,2.0,"$2,003.00",1,7,16
18165,2,1.0,1.0,2.0,$289.00,2,1125,1
18166,2,1.0,1.0,1.0,"$1,497.00",2,7,4
18167,4,2.0,1.0,2.0,$801.00,2,5,1
18168,2,1.0,1.0,2.0,$401.00,1,30,33
18169,4,2.0,1.0,2.0,$650.00,3,14,1
18170,2,0.0,1.0,1.0,$401.00,3,14,4
18171,7,3.0,1.0,7.0,$893.00,6,30,0
18172,2,1.0,1.0,1.0,$749.00,2,1125,0
18173,2,1.0,1.5,1.0,$348.00,2,12,10
18174,2,1.0,1.5,1.0,$552.00,2,14,11
18175,3,2.0,1.0,3.0,$998.00,3,7,16
18176,4,2.0,1.0,4.0,$893.00,1,1125,27
18177,2,1.0,1.0,1.0,$998.00,3,14,8
18178,4,2.0,1.0,2.0,"$1,497.00",2,1125,1
18179,2,1.0,1.0,1.0,$217.00,1,1125,5
18180,2,1.0,1.0,1.0,$637.00,3,21,26
18181,6,3.0,1.0,6.0,"$1,294.00",4,1125,5
18182,4,1.0,1.0,2.0,$998.00,4,1125,6
18183,2,1.0,1.0,1.0,$801.00,2,1125,17
18184,4,3.0,1.0,2.0,$998.00,3,50,10
18185,2,1.0,1.0,1.0,$302.00,4,1125,5
18186,4,1.0,1.0,1.0,$801.00,2,12,1
18187,3,1.0,1.0,3.0,$552.00,3,5,5
18188,8,3.0,1.0,8.0,$801.00,2,1125,67
18189,2,1.0,1.0,1.0,$453.00,2,8,10
18190,2,1.0,1.0,1.0,$401.00,2,7,12
18191,5,2.0,1.0,3.0,$499.00,1,1125,5
18192,2,1.0,0.5,2.0,$401.00,90,130,5
18193,2,1.0,1.0,1.0,$703.00,1,1125,13
18194,2,1.0,1.0,1.0,$302.00,3,10,9
18195,2,1.0,1.0,2.0,$519.00,1,1125,107
18196,3,1.0,1.0,1.0,$598.00,4,9,0
18197,4,2.0,1.0,2.0,$749.00,2,1125,14
18198,7,3.0,1.0,5.0,$598.00,2,1125,94
18199,4,1.0,1.0,2.0,$598.00,1,1125,1
18200,4,2.0,1.0,2.0,$900.00,5,1125,1
18201,4,2.0,1.0,4.0,$401.00,1,1125,0
18202,2,2.0,1.0,2.0,$703.00,5,22,1
18203,4,3.0,1.5,2.0,"$1,202.00",2,1125,2
18204,2,1.0,1.0,1.0,$250.00,3,21,38
18205,4,1.0,1.0,4.0,$598.00,3,150,37
18206,4,2.0,1.0,2.0,$598.00,2,50,7
18207,4,3.0,1.5,4.0,$749.00,2,1125,7
18208,3,2.0,1.0,2.0,$900.00,3,1125,4
18209,2,1.0,1.0,1.0,$598.00,2,30,2
18210,2,1.0,1.0,3.0,$447.00,6,21,5
18211,4,1.0,1.0,2.0,$617.00,2,1125,1
18212,4,1.0,1.0,3.0,$893.00,2,14,38
18213,4,2.0,1.0,2.0,$998.00,1,31,1
18214,2,1.0,1.0,2.0,$407.00,2,1125,1
18215,2,1.0,1.0,1.0,$499.00,2,1124,68
18216,2,1.0,1.5,2.0,$302.00,1,1125,0
18217,2,1.0,1.0,1.0,$847.00,3,1125,4
18218,4,2.0,1.0,2.0,"$1,701.00",5,1125,0
18219,2,1.0,1.0,1.0,$309.00,1,4,0
18220,2,1.0,1.0,1.0,$703.00,2,1125,3
18221,2,1.0,1.0,1.0,$637.00,3,14,21
18222,3,1.0,1.0,3.0,$506.00,1,1125,1
18223,2,2.0,1.0,1.0,$801.00,5,11,1
18224,3,2.0,1.5,2.0,"$1,497.00",2,1125,15
18225,2,1.0,1.0,1.0,$499.00,4,1125,24
18226,4,2.0,1.0,4.0,$703.00,7,1125,12
18227,2,1.0,1.0,1.0,$401.00,2,1125,11
18228,3,1.0,1.0,1.0,$788.00,2,3,2
18229,2,1.0,1.0,1.0,$401.00,1,4,5
18230,1,1.0,1.0,1.0,$749.00,2,1125,14
18231,3,1.0,1.0,2.0,$552.00,5,15,7
18232,3,1.0,1.0,2.0,$598.00,2,1125,0
18233,2,1.0,1.0,2.0,$578.00,4,5,11
18234,6,2.0,1.0,3.0,"$1,300.00",2,1125,31
18235,3,2.0,1.0,2.0,$709.00,7,1124,13
18236,1,1.0,1.0,1.0,$243.00,14,1125,1
